X,Y,statename,store_idx
-45.034454,-24.552702,Hessen,1
-35.684532,-1.6761024,Thueringen,2
7.0246444,25.50497,Nordrhein Westfalen,3
77.71077,-28.505589,Berlin,4
-68.08976,31.685863,Sachsen,5
-21.922522,3.989685,Sachsen,6
65.12113,-22.192738,Schleswig Holstein,7
-38.632126,66.16094,Schleswig Holstein,8
-12.546098,-29.281055,Nordrhein Westfalen,9
-51.43858,-19.941755,Niedersachsen/Bremen,10
40.279392,55.888954,Schleswig Holstein,11
20.719831,30.414343,Schleswig Holstein,12
-60.033016,-31.699867,Bayern,13
-14.527797,42.370316,Nordrhein Westfalen,14
7.974425,20.511671,Schleswig Holstein,15
22.171719,-18.233631,Baden Wuerttemberg,16
9.4069805,46.06715,Thueringen,17
2.7105026,13.223158,Thueringen,18
-16.01862,31.771753,Nordrhein Westfalen,19
54.087498,66.32375,Bayern,20
-20.525133,-42.172348,Baden Wuerttemberg,21
-85.664185,-45.08632,Bayern,22
-48.814087,-1.2905157,Rheinland Pfalz,23
48.96215,51.84436,Nordrhein Westfalen,24
73.92761,-7.926858,Nordrhein Westfalen,25
-5.9047914,-36.299072,Thueringen,26
54.50866,46.370056,Nordrhein Westfalen,27
-55.13246,4.0426016,Sachsen Anhalt,28
-13.206151,-29.29684,Nordrhein Westfalen,29
-31.680943,-56.456593,Nordrhein Westfalen,30
-46.719524,-12.889386,Schleswig Holstein,31
-84.96664,-39.357822,Bayern,32
72.11239,-44.554405,Nordrhein Westfalen,33
21.023632,-44.9813,Berlin,34
56.9835,46.811348,Nordrhein Westfalen,35
55.80524,53.48544,Bayern,36
48.156315,-65.243744,Sachsen Anhalt,37
-30.973822,-36.886673,Nordrhein Westfalen,38
-44.370583,22.631042,Nordrhein Westfalen,39
-32.14527,-58.21978,Nordrhein Westfalen,40
-62.021416,-13.847856,Bayern,41
71.24996,52.55324,Nordrhein Westfalen,42
0.009671796,45.04178,Nordrhein Westfalen,43
-53.039593,-0.27492586,Berlin,44
-39.66752,-18.894497,Rheinland Pfalz,45
-22.530466,-37.74624,Bayern,46
3.8909805,23.243336,Hamburg,47
-84.24143,19.468,Hamburg,48
12.469015,-50.505024,Baden Wuerttemberg,49
-61.296314,-1.7839743,Rheinland Pfalz,50
47.08073,8.620114,Bayern,51
17.734007,24.464046,Bayern,52
-68.5098,-3.6674,Schleswig Holstein,53
64.33854,32.450104,Sachsen Anhalt,54
-66.102646,6.0287695,Sachsen,55
42.94103,15.939607,Hessen,56
91.92147,-20.860903,Sachsen,57
-8.595464,-25.699902,Bayern,58
-27.017395,41.350697,Thueringen,59
-14.563143,71.09436,Sachsen,60
-49.194664,-49.825302,Baden Wuerttemberg,61
-14.066508,43.231075,Nordrhein Westfalen,62
37.769962,11.438228,Schleswig Holstein,63
71.32498,51.650818,Nordrhein Westfalen,64
-31.345884,-7.230006,Sachsen Anhalt,65
-0.82680833,-9.129679,Baden Wuerttemberg,66
37.351326,-37.362103,Baden Wuerttemberg,67
-19.722445,-58.473816,Schleswig Holstein,68
41.954144,65.18172,Hessen,69
-43.631847,-0.7421315,Niedersachsen/Bremen,70
54.035862,41.395782,Nordrhein Westfalen,71
-40.264587,44.76674,Bayern,72
-77.792175,33.029167,Schleswig Holstein,73
-13.572268,-21.918184,Nordrhein Westfalen,74
-32.971127,-11.305822,Schleswig Holstein,75
75.65405,-25.689842,Bayern,76
46.511707,39.07572,Hessen,77
-59.747032,-53.2736,Sachsen Anhalt,78
-53.404068,-0.7979266,Baden Wuerttemberg,79
24.742306,-65.538376,Rheinland Pfalz,80
46.65489,13.848885,Bayern,81
55.479416,58.338696,Nordrhein Westfalen,82
-76.88669,-2.6464524,Nordrhein Westfalen,83
85.43306,-1.9795334,Nordrhein Westfalen,84
10.737886,-13.58491,Berlin,85
-42.20747,-40.88744,Nordrhein Westfalen,86
-40.773983,69.17463,Berlin,87
-46.491993,65.68195,Sachsen Anhalt,88
3.2814593,12.049028,Bayern,89
74.29428,-26.59518,Nordrhein Westfalen,90
-40.728233,9.001732,Baden Wuerttemberg,91
-48.20369,-44.92539,Nordrhein Westfalen,92
1.1495621,39.49841,Nordrhein Westfalen,93
-42.196896,-0.34563774,Nordrhein Westfalen,94
24.932974,-23.573635,Sachsen,95
-36.407738,44.551403,Sachsen,96
-11.315338,11.863522,Sachsen,97
-50.46139,-48.729996,Nordrhein Westfalen,98
-20.842453,-18.808907,Bayern,99
27.783081,-61.05101,Bayern,100
23.358461,25.969229,Schleswig Holstein,101
40.651672,19.84192,Nordrhein Westfalen,102
-79.78884,9.205115,Berlin,103
79.485176,-45.172607,Berlin,104
-95.9718,-31.557854,Baden Wuerttemberg,105
67.803635,-35.362324,Berlin,106
10.987678,-64.330414,Niedersachsen/Bremen,107
81.671555,-35.62647,Bayern,108
-24.879654,-3.0396914,Schleswig Holstein,109
-81.36538,17.306055,Schleswig Holstein,110
3.481329,-28.448193,Hessen,111
1.2039702,-62.983837,Niedersachsen/Bremen,112
16.176868,-50.848137,Bayern,113
-39.109837,-66.5559,Thueringen,114
53.400574,31.040207,Bayern,115
22.675894,-55.108448,Berlin,116
-83.005394,26.938236,Nordrhein Westfalen,117
31.7201,-49.423073,Schleswig Holstein,118
-36.418636,3.5014727,Schleswig Holstein,119
14.959314,28.151567,Hessen,120
-39.518528,32.122665,Sachsen,121
11.546246,-56.28327,Schleswig Holstein,122
62.93134,-24.724483,Sachsen Anhalt,123
-72.08635,19.24432,Nordrhein Westfalen,124
74.33473,-7.791573,Berlin,125
14.507744,37.397785,Nordrhein Westfalen,126
-21.330032,-37.9546,Bayern,127
21.883463,14.130869,Hessen,128
64.95854,55.31524,Bayern,129
-30.34825,20.805296,Hessen,130
-39.360317,-12.267281,Nordrhein Westfalen,131
-13.332309,-11.409093,Bayern,132
16.60248,33.615852,Thueringen,133
-75.346886,20.597904,Berlin,134
-6.423995,-9.3485985,Hessen,135
-20.976011,-21.149418,Bayern,136
35.587685,44.834057,Bayern,137
-14.361485,70.44238,Sachsen,138
2.3409557,14.194634,Bayern,139
46.10422,33.68913,Hessen,140
-31.782532,9.3080015,Baden Wuerttemberg,141
-75.23027,18.782982,Nordrhein Westfalen,142
-16.907255,-25.778008,Rheinland Pfalz,143
27.832285,-23.109346,Bayern,144
35.414837,64.03608,Bayern,145
19.753078,29.099363,Nordrhein Westfalen,146
25.913042,-29.348692,Nordrhein Westfalen,147
72.51916,-31.290241,Berlin,148
1.8620305,33.00923,Bayern,149
25.098095,-46.88775,Schleswig Holstein,150
17.295174,-32.971115,Sachsen Anhalt,151
-49.701202,62.72267,Nordrhein Westfalen,152
7.4286304,26.517612,Nordrhein Westfalen,153
28.36632,-27.905933,Hessen,154
18.351,20.493471,Bayern,155
12.410657,46.8562,Thueringen,156
63.94994,-21.398031,Nordrhein Westfalen,157
73.48776,42.22209,Rheinland Pfalz,158
29.808516,-45.039562,Bayern,159
-39.012817,-9.090573,Hessen,160
21.125835,-56.087215,Nordrhein Westfalen,161
46.836502,40.572178,Hessen,162
17.58953,-52.450718,Berlin,163
3.4287312,26.011126,Bayern,164
-70.19231,-48.748043,Bayern,165
-27.487709,-56.126137,Nordrhein Westfalen,166
64.23282,-20.036156,Sachsen Anhalt,167
23.022251,-22.644672,Baden Wuerttemberg,168
27.810457,26.520689,Nordrhein Westfalen,169
-29.12745,6.7064,Nordrhein Westfalen,170
76.44826,-23.258446,Nordrhein Westfalen,171
25.296648,2.1184072,Bayern,172
51.1303,-36.624817,Berlin,173
-3.9552093,-6.7151766,Bayern,174
-32.404465,-33.06061,Hamburg,175
-66.65596,28.854046,Nordrhein Westfalen,176
-39.54868,38.70453,Sachsen Anhalt,177
67.64319,-28.310677,Sachsen,178
18.77224,-38.65131,Nordrhein Westfalen,179
14.941978,-55.59252,Hamburg,180
11.622935,46.10114,Bayern,181
-52.26763,-24.927069,Hessen,182
-71.6388,24.373165,Bayern,183
-26.80702,10.403684,Nordrhein Westfalen,184
-6.294059,-36.5884,Berlin,185
-60.68345,-53.771763,Bayern,186
-30.02568,10.472429,Schleswig Holstein,187
-58.505997,-34.885098,Rheinland Pfalz,188
65.82381,-31.894049,Rheinland Pfalz,189
46.747208,34.792286,Bayern,190
27.03679,3.3847404,Bayern,191
58.29547,41.77789,Bayern,192
-44.967705,7.292159,Baden Wuerttemberg,193
-47.955254,-69.97386,Baden Wuerttemberg,194
88.90894,-28.331547,Nordrhein Westfalen,195
-28.946709,20.594954,Thueringen,196
-29.183235,-6.902955,Hamburg,197
-44.19799,45.708107,Thueringen,198
47.137962,38.141792,Rheinland Pfalz,199
20.541912,-53.803436,Nordrhein Westfalen,200
-39.559128,-70.691696,Nordrhein Westfalen,201
-34.00421,-13.665539,Hessen,202
-35.322678,-3.5148654,Sachsen Anhalt,203
-0.9758141,1.720386,Bayern,204
-12.925262,-45.989883,Berlin,205
24.90333,16.83218,Nordrhein Westfalen,206
90.95568,-21.600342,Schleswig Holstein,207
-91.59303,-4.70901,Berlin,208
2.3381386,-0.84787995,Schleswig Holstein,209
-61.899326,-52.6795,Rheinland Pfalz,210
81.14446,-1.9568415,Berlin,211
-62.08594,16.079437,Schleswig Holstein,212
60.356262,46.8645,Nordrhein Westfalen,213
54.403595,33.95642,Nordrhein Westfalen,214
3.4380538,-36.05266,Bayern,215
12.866528,11.556064,Nordrhein Westfalen,216
-71.96334,-6.2150764,Hamburg,217
-27.953968,47.349056,Bayern,218
-83.02902,25.148129,Nordrhein Westfalen,219
-50.454094,9.122089,Nordrhein Westfalen,220
-65.81649,-8.525376,Schleswig Holstein,221
-66.92454,8.64714,Berlin,222
13.650977,27.746307,Thueringen,223
19.613,15.56078,Baden Wuerttemberg,224
-66.70932,-8.079706,Sachsen Anhalt,225
23.743807,-55.075314,Hessen,226
-11.732401,-5.3759565,Nordrhein Westfalen,227
73.65415,46.094864,Nordrhein Westfalen,228
46.15435,53.946144,Rheinland Pfalz,229
15.116576,-57.201588,Schleswig Holstein,230
-43.76413,-41.185444,Bayern,231
-65.82751,-53.1766,Sachsen Anhalt,232
70.34014,-40.407448,Hessen,233
89.67716,-21.744572,Nordrhein Westfalen,234
10.522334,43.521103,Hessen,235
-7.8024163,61.703674,Berlin,236
-76.61776,17.086794,Berlin,237
22.634216,24.765102,Nordrhein Westfalen,238
-63.88928,-7.93895,Nordrhein Westfalen,239
-75.212166,15.484248,Berlin,240
-30.347542,-9.37524,Nordrhein Westfalen,241
-48.510414,38.566742,Hessen,242
-6.900583,26.546606,Bayern,243
-21.956532,-36.826977,Nordrhein Westfalen,244
74.6666,-45.709732,Hessen,245
34.87257,-35.549286,Hamburg,246
44.06808,58.376335,Hessen,247
40.51128,55.41044,Schleswig Holstein,248
-70.5132,-6.4598446,Schleswig Holstein,249
63.18974,47.44057,Hessen,250
89.74276,4.381037,Nordrhein Westfalen,251
75.00052,58.688194,Nordrhein Westfalen,252
-49.170403,22.391026,Nordrhein Westfalen,253
-62.61893,-54.762836,Rheinland Pfalz,254
-3.2184741,-15.853472,Nordrhein Westfalen,255
46.813976,63.315475,Nordrhein Westfalen,256
-26.042149,14.206371,Berlin,257
-1.3009989,1.0453004,Bayern,258
73.61604,-38.679867,Hessen,259
3.0039341,-63.185013,Berlin,260
69.3139,59.55461,Thueringen,261
93.809204,2.8316572,Hamburg,262
-43.23799,-59.48095,Bayern,263
-12.85929,-46.02885,Berlin,264
-66.91114,29.29846,Rheinland Pfalz,265
-84.93879,-33.44065,Sachsen,266
59.806545,-60.694035,Schleswig Holstein,267
-57.56309,-3.67718,Niedersachsen/Bremen,268
85.197365,-21.332571,Nordrhein Westfalen,269
76.36026,-45.670975,Berlin,270
-12.106512,35.288235,Sachsen,271
10.719177,44.429104,Hessen,272
-14.462217,-29.315708,Nordrhein Westfalen,273
-43.799805,-70.42116,Hessen,274
33.565197,63.64846,Bayern,275
-86.58368,-36.695084,Sachsen,276
7.8289514,41.541443,Bayern,277
35.491283,-36.690304,Schleswig Holstein,278
62.874672,47.48557,Bayern,279
1.1239167,-10.361541,Baden Wuerttemberg,280
-46.217102,-12.149346,Schleswig Holstein,281
-65.859604,14.378069,Berlin,282
26.026451,24.862637,Bayern,283
-19.940437,-38.36962,Bayern,284
-37.254463,-36.731583,Hessen,285
-60.901287,11.816907,Thueringen,286
66.19821,29.373539,Bayern,287
-14.556853,-23.223795,Bayern,288
-37.683075,-15.941642,Hessen,289
-7.7168484,62.903366,Nordrhein Westfalen,290
25.59747,-15.543292,Sachsen,291
-41.0058,66.50912,Berlin,292
-36.66451,3.2825582,Berlin,293
-20.882225,34.793106,Hessen,294
-30.639439,-52.72524,Baden Wuerttemberg,295
27.861319,61.909424,Hessen,296
30.316643,-39.608444,Baden Wuerttemberg,297
55.07352,-30.555464,Bayern,298
-1.0464756,-77.708435,Schleswig Holstein,299
40.457333,9.199147,Hessen,300
-71.554596,-0.7648118,Schleswig Holstein,301
-61.3404,-54.067802,Hessen,302
14.287718,17.587345,Nordrhein Westfalen,303
15.051086,-34.55913,Niedersachsen/Bremen,304
-19.066874,-19.25909,Hessen,305
-39.61692,32.134388,Bayern,306
-86.76201,32.21814,Thueringen,307
46.50077,62.168713,Nordrhein Westfalen,308
-5.4805236,27.698715,Nordrhein Westfalen,309
6.839638,-2.1161225,Schleswig Holstein,310
17.321484,-30.998981,Hessen,311
-49.02056,-0.7689733,Hessen,312
33.12494,-42.528114,Thueringen,313
-29.509123,13.06127,Nordrhein Westfalen,314
-77.71166,8.294618,Schleswig Holstein,315
75.431854,-17.776573,Nordrhein Westfalen,316
-40.106937,-68.899086,Bayern,317
41.62649,-41.28047,Sachsen,318
40.702698,60.43369,Schleswig Holstein,319
81.66918,-3.9948256,Schleswig Holstein,320
-3.3358989,-30.065804,Sachsen,321
-37.74651,44.23946,Thueringen,322
41.84562,15.5807905,Rheinland Pfalz,323
-27.273771,45.42043,Sachsen Anhalt,324
8.709938,17.65651,Nordrhein Westfalen,325
-42.424717,-67.573685,Rheinland Pfalz,326
20.197384,-43.957832,Sachsen Anhalt,327
-69.68182,13.86857,Nordrhein Westfalen,328
2.385444,15.535745,Nordrhein Westfalen,329
-46.641502,-63.958385,Nordrhein Westfalen,330
-25.773252,12.032861,Rheinland Pfalz,331
-82.199234,26.483702,Sachsen Anhalt,332
61.94464,-21.28917,Hamburg,333
-22.177156,3.3129103,Nordrhein Westfalen,334
68.595085,60.44795,Nordrhein Westfalen,335
85.23577,-1.4787112,Hessen,336
-38.82765,-75.46875,Hessen,337
21.931181,0.021315616,Hessen,338
-28.961834,23.618877,Rheinland Pfalz,339
-44.335976,0.256221,Schleswig Holstein,340
-33.6014,-33.963074,Nordrhein Westfalen,341
75.927864,57.97845,Bayern,342
35.76493,16.514301,Nordrhein Westfalen,343
48.875,42.43404,Hamburg,344
-40.12288,29.863518,Bayern,345
-10.796623,9.597755,Nordrhein Westfalen,346
-44.81421,-69.249886,Baden Wuerttemberg,347
73.82038,47.140507,Bayern,348
20.600552,-46.02258,Berlin,349
3.9254465,-27.938606,Hessen,350
-3.8870049,-15.836672,Nordrhein Westfalen,351
-0.16782857,-9.340274,Schleswig Holstein,352
-12.019612,-2.401908,Baden Wuerttemberg,353
24.68982,-45.88346,Nordrhein Westfalen,354
65.022255,-30.134409,Schleswig Holstein,355
-5.3304844,-6.525957,Baden Wuerttemberg,356
25.158693,-49.62478,Sachsen,357
75.18319,-17.16367,Nordrhein Westfalen,358
-23.330225,-6.2491174,Rheinland Pfalz,359
33.18885,-39.333363,Berlin,360
-3.2085357,-30.130978,Sachsen Anhalt,361
64.48649,-41.36853,Hessen,362
12.833545,-55.704502,Berlin,363
-90.753136,-37.774734,Rheinland Pfalz,364
-57.859867,-36.13443,Bayern,365
-45.1328,66.88143,Sachsen Anhalt,366
-59.399563,-2.7170913,Schleswig Holstein,367
49.694416,43.323265,Baden Wuerttemberg,368
-32.9478,-26.16216,Hessen,369
43.5089,39.99592,Nordrhein Westfalen,370
39.30146,16.742071,Hessen,371
49.344246,52.648056,Nordrhein Westfalen,372
-47.711018,-69.197525,Baden Wuerttemberg,373
-15.20117,65.67051,Berlin,374
54.71592,61.29595,Sachsen Anhalt,375
70.68716,-19.510017,Berlin,376
42.28157,52.458134,Schleswig Holstein,377
-16.36589,-13.875711,Nordrhein Westfalen,378
-78.19707,1.6238776,Niedersachsen/Bremen,379
89.14681,54.99627,Nordrhein Westfalen,380
52.585953,64.49521,Sachsen Anhalt,381
28.589203,-44.780968,Sachsen Anhalt,382
90.68471,4.889108,Hessen,383
35.286095,47.575207,Thueringen,384
31.372082,-48.429398,Bayern,385
66.83962,51.44395,Nordrhein Westfalen,386
67.847206,54.564426,Nordrhein Westfalen,387
91.20907,-23.27968,Nordrhein Westfalen,388
65.92676,-13.567609,Hamburg,389
78.161705,-4.859037,Berlin,390
-23.05659,42.094627,Nordrhein Westfalen,391
21.02566,-22.220701,Nordrhein Westfalen,392
-38.577595,-10.3934355,Nordrhein Westfalen,393
26.693834,-30.763891,Hessen,394
-78.2575,8.5807905,Nordrhein Westfalen,395
83.55855,-20.166603,Sachsen Anhalt,396
-49.30683,-42.157722,Nordrhein Westfalen,397
-57.846672,-29.240192,Schleswig Holstein,398
-8.559464,-7.596967,Bayern,399
54.100746,45.96706,Thueringen,400
8.673332,47.18804,Sachsen,401
-22.364536,-56.186855,Sachsen Anhalt,402
21.768045,-16.887798,Nordrhein Westfalen,403
-22.459835,32.544147,Baden Wuerttemberg,404
-22.40548,-34.589874,Nordrhein Westfalen,405
-19.827808,-24.438393,Rheinland Pfalz,406
-58.560467,-53.38827,Bayern,407
-49.07602,-62.681248,Baden Wuerttemberg,408
-33.522057,0.8327159,Hessen,409
-0.10443473,20.58811,Nordrhein Westfalen,410
79.42636,-24.587118,Hessen,411
75.85996,44.683914,Bayern,412
-16.116396,66.035355,Bayern,413
-2.0321157,-9.380992,Hessen,414
-29.115366,-12.65529,Rheinland Pfalz,415
76.92076,-17.35627,Hamburg,416
27.029057,52.998787,Nordrhein Westfalen,417
-23.825415,41.80987,Nordrhein Westfalen,418
-37.878513,18.259941,Berlin,419
-49.398148,-68.605316,Bayern,420
58.751465,37.316353,Schleswig Holstein,421
-75.48023,-2.561808,Schleswig Holstein,422
76.04867,-37.689762,Berlin,423
20.886606,16.971054,Nordrhein Westfalen,424
-79.7945,0.021342814,Nordrhein Westfalen,425
-50.19114,9.075488,Nordrhein Westfalen,426
44.86802,37.973507,Bayern,427
-33.56123,-12.533846,Bayern,428
-62.80644,-40.84434,Bayern,429
55.690746,-30.75794,Bayern,430
70.537926,-39.312805,Nordrhein Westfalen,431
65.254425,-12.369127,Hamburg,432
3.2121844,-1.4763093,Schleswig Holstein,433
58.525856,36.487133,Bayern,434
-78.79613,-0.7470982,Nordrhein Westfalen,435
-69.64251,22.871992,Sachsen,436
-20.253235,-58.02048,Sachsen,437
-51.248753,-37.616837,Sachsen,438
29.321228,-47.977245,Berlin,439
-25.042961,38.051056,Baden Wuerttemberg,440
-35.03782,-34.03714,Nordrhein Westfalen,441
-50.126625,-63.45572,Baden Wuerttemberg,442
-47.105614,-10.181111,Sachsen,443
59.47138,-63.02609,Sachsen,444
89.13802,-30.812746,Nordrhein Westfalen,445
-30.724617,40.868702,Nordrhein Westfalen,446
-51.87696,-18.691334,Schleswig Holstein,447
-5.6193433,67.38236,Nordrhein Westfalen,448
65.95192,61.234066,Hessen,449
57.63459,39.169453,Baden Wuerttemberg,450
-5.6821823,-13.7429905,Hessen,451
-46.29577,43.71367,Schleswig Holstein,452
75.961815,-50.344795,Schleswig Holstein,453
-35.74728,73.777824,Sachsen Anhalt,454
21.60497,-65.45681,Baden Wuerttemberg,455
-42.02474,7.5268636,Nordrhein Westfalen,456
-50.355816,-43.824986,Bayern,457
25.654161,-66.35385,Hessen,458
55.71171,59.68105,Schleswig Holstein,459
-85.22126,30.379791,Sachsen Anhalt,460
-62.724483,-42.410015,Baden Wuerttemberg,461
-82.013725,18.20732,Sachsen Anhalt,462
-41.12971,65.141525,Nordrhein Westfalen,463
58.80159,-62.136616,Berlin,464
29.70117,-47.37869,Hessen,465
-6.9758916,69.16099,Nordrhein Westfalen,466
85.96999,-4.5129347,Nordrhein Westfalen,467
54.18589,-62.859863,Schleswig Holstein,468
60.408215,-57.695904,Berlin,469
89.92175,-27.500065,Nordrhein Westfalen,470
17.456232,20.91226,Bayern,471
-37.2486,18.231236,Hamburg,472
-78.747826,2.4940856,Nordrhein Westfalen,473
18.271711,29.5042,Thueringen,474
11.02599,-51.407288,Nordrhein Westfalen,475
-44.45541,67.84879,Sachsen,476
15.408593,17.964788,Bayern,477
-22.775394,60.507027,Berlin,478
86.15024,51.78009,Sachsen Anhalt,479
-77.29944,33.097054,Berlin,480
-41.528137,-49.158447,Hessen,481
55.38355,-62.230442,Sachsen Anhalt,482
-34.65855,44.109634,Sachsen Anhalt,483
48.132244,-65.25551,Schleswig Holstein,484
-46.06446,-69.0676,Bayern,485
-81.88379,-37.217793,Nordrhein Westfalen,486
36.31343,10.009493,Schleswig Holstein,487
-81.337585,-4.5265784,Schleswig Holstein,488
14.3707075,51.676018,Sachsen Anhalt,489
66.75127,28.59532,Bayern,490
11.967302,13.545128,Baden Wuerttemberg,491
41.01818,54.13709,Bayern,492
63.490707,45.52558,Nordrhein Westfalen,493
36.29286,-37.16084,Berlin,494
-52.099644,-36.85054,Baden Wuerttemberg,495
18.541348,-34.909393,Berlin,496
65.46754,-37.507805,Hessen,497
26.601902,3.095741,Bayern,498
-51.90775,-27.153963,Baden Wuerttemberg,499
-43.348576,-57.293762,Bayern,500
-48.4479,-6.2208486,Bayern,501
86.33328,52.077938,Hessen,502
1.3780651,-34.140884,Sachsen Anhalt,503
-24.624636,21.669054,Niedersachsen/Bremen,504
-51.893646,-30.707907,Baden Wuerttemberg,505
28.881433,53.86148,Nordrhein Westfalen,506
52.527466,35.782536,Nordrhein Westfalen,507
-42.425144,-31.997402,Nordrhein Westfalen,508
9.713466,43.24821,Hessen,509
23.730059,-15.555258,Nordrhein Westfalen,510
0.91461945,-62.95085,Niedersachsen/Bremen,511
-12.704224,-1.1268766,Bayern,512
93.040115,1.6655763,Berlin,513
-18.717157,32.68346,Bayern,514
75.631256,44.460114,Nordrhein Westfalen,515
-12.864359,-21.065628,Nordrhein Westfalen,516
-50.95078,1.590054,Hessen,517
-21.985655,-41.785458,Bayern,518
-62.413017,-40.71109,Schleswig Holstein,519
-86.639046,-42.58114,Schleswig Holstein,520
-31.003447,-17.496176,Rheinland Pfalz,521
48.272964,50.155174,Bayern,522
91.33364,5.5348783,Berlin,523
8.181949,-2.6776958,Schleswig Holstein,524
79.212715,-41.270866,Berlin,525
71.08776,53.960266,Thueringen,526
78.08339,-34.544624,Nordrhein Westfalen,527
69.79735,56.46162,Nordrhein Westfalen,528
36.22332,-42.820377,Schleswig Holstein,529
-0.062606305,-78.465866,Schleswig Holstein,530
-70.16216,-8.551136,Hamburg,531
79.371544,-36.7274,Nordrhein Westfalen,532
68.46058,-27.580732,Baden Wuerttemberg,533
35.335915,17.55381,Bayern,534
63.55621,-23.263948,Nordrhein Westfalen,535
32.27916,55.27213,Nordrhein Westfalen,536
-11.679124,-8.916923,Baden Wuerttemberg,537
-80.583755,27.327164,Schleswig Holstein,538
87.57337,55.550697,Bayern,539
-17.478905,-18.9209,Bayern,540
11.1715975,-47.2192,Nordrhein Westfalen,541
4.258878,10.804013,Bayern,542
-88.103905,30.534899,Hessen,543
89.48323,51.46715,Sachsen,544
53.975063,48.458355,Nordrhein Westfalen,545
92.490585,-4.3986745,Berlin,546
0.1552213,-0.026329309,Bayern,547
-57.166092,0.02795048,Hessen,548
-73.689064,-1.6240718,Hamburg,549
-36.24553,-35.915638,Hessen,550
-25.947565,21.088446,Schleswig Holstein,551
15.559199,54.139175,Hessen,552
47.51744,12.677134,Baden Wuerttemberg,553
-80.194664,10.486757,Hamburg,554
-58.781082,-39.39203,Bayern,555
17.477264,-41.458252,Berlin,556
-77.31613,-5.2800455,Nordrhein Westfalen,557
-91.59665,-4.652924,Hamburg,558
-33.560566,43.926205,Sachsen Anhalt,559
85.97181,-3.7122777,Berlin,560
